"","rok","sport","disciplina","medaile","stat","jmena","vysledek"
"805","1998","Ice Hockey","Ice Hockey","zlato","CZE","Robert LANG
David MORAVEC
Dominik HASEK
Milan HEJDUK
Roman HAMRLIK
Martin STRAKA
Robert REICHEL
Petr SVOBODA
Libor PROCHAZKA
Roman CECHMANEK
Jan CALOUN
Martin PROCHAZKA
Jaromir JAGR
Vladimir RUZICKA
Josef BERANEK
Jaroslav SPACEK
Richard SMEHLIK
Jiri SLEGR
Pavel PATERA
Frantisek KUCERA
Martin RUCINSKY
Jiri DOPITA",""
"806","1998","Ice Hockey","Ice Hockey","stříbro","RUS","Pavel BURE
Alexey ZHAMNOV
Igor KRAVCHUK
Sergei GONCHAR
Serguei NEMTCHINOV
Dmitri MIRONOV
Alexei YASHIN
Serguei KRIVOKRASSOV
Oleg CHEVTSOV
Darius KASPARAITIS
Mikhail SHTALENKOV
Valeri ZELEPOUKINE
Andrei KOVALENKO
Dmitri YUSHKEVICH
Aleksei JITNIK
Boris MIRONOV
Andrei TREFILOV
Valeri BURE
Valeri KAMENSKY
Aleksey MOROZOV
Guerman TITOV
Sergei FEDOROV
Aleksei GOUSSAROV",""
"807","1998","Ice Hockey","Ice Hockey","bronz","FIN","Teemu SELANNE
Esa TIKKANEN
Juha LIND
Juha YLONEN
Jari KURRI
Jukka TAMMI
Sami KAPANEN
Saku KOIVU
Teppo NUMMINEN
Jere LEHTINEN
Kimmo TIMONEN
Kimmo RINTANEN
Aki-Petteri BERG
Antti TOERMAENEN
Jyrki LUMME
Jarmo MYLLYS
Ville PELTONEN
Mika NIEMINEN
Janne LAUKKANEN
Raimo HELMINEN
Janne NIINIMAA
Tomas GROENMAN
Ari SULANDER",""
"808","1998","Ice Hockey","Ice Hockey","zlato","USA","Alana BLAHOSKI
Gretchen ULION
Colleen COYNE
Allison MLECZKO
Karyn BYE
Cammi GRANATO
Katie KING
Tricia DUNN-LUOMA
Sara DECOSTA
Lisa BROWN-MILLER
Chris BAILEY
Sarah TUETING
Sue MERZ
Angela RUGGIERO
Vicki MOVSESSIAN
Shelley LOONEY
Jenny POTTER
Sandra WHYTE
Laurie BAKER
Tara MOUNSEY",""
"809","1998","Ice Hockey","Ice Hockey","stříbro","CAN","Hayley WICKENHEISER
Lori DUPUIS
Jayna HEFFORD
Manon RHEAUME
France ST-LOUIS
Lesley REDDON
Jennifer BOTTERILL
Cassie CAMPBELL
Laura SCHULER
Karen NYSTROM
Therese BRISSON
Vicky SUNOHARA
Fiona SMITH
Geraldine HEANEY
Katheryn MCCORMACK
Judy DIDUCK
Stacy WILSON
Nancy DROLET
Becky KELLAR
Danielle GOYETTE",""
"810","1998","Ice Hockey","Ice Hockey","bronz","FIN","Paivi SALO
Marja-Helena PALVILA
Emma LAAKSONEN
Tuula PUPUTTI
Katja LEHTD
Petra VAARAKALLIO
Sari KROOKS
Tiia REIMA
Karoliina RANTAMAKI
Riikka NIEMINEN
Sanna LANKOSAARI
Sari FISK
Satu HUOTARI
Liisa-Maria SNECK
Marika LEHTIMAKI
Katja RIIPI
Johanna IKONEN
Maria SELIN
Marianne IHALAINEN
Kirsi HANNINEN",""
"811","1998","Luge","Singles","zlato","GER","Georg HACKL","3:18.436"
"812","1998","Luge","Singles","stříbro","ITA","Armin ZOEGGELER","3:18.939"
"813","1998","Luge","Singles","bronz","GER","Jens MUELLER","3:19.093"
"814","1998","Luge","Singles","zlato","GER","Silke KRAUSHAAR","3:23.779"
"815","1998","Luge","Singles","stříbro","GER","Barbara NIEDERNHUBER","3:23.781"
"816","1998","Luge","Singles","bronz","AUT","Angelika NEUNER","3:24.253"
"817","1998","Luge","Doubles","zlato","GER","Jan BEHRENDT
Stefan KRAUSSE","1:41.105"
"818","1998","Luge","Doubles","stříbro","USA","Chris THORPE
Gordon SHEER","1:41.127"
"819","1998","Luge","Doubles","bronz","USA","Brian MARTIN
Mark GRIMMETTE","1:41.217"
"820","1998","Nordic Combined","Individual","zlato","NOR","Bjarte Engen VIK","41:21.1"
"821","1998","Nordic Combined","Individual","stříbro","FIN","Samppa LAJUNEN","41:48.6"
"822","1998","Nordic Combined","Individual","bronz","RUS","Valerij STOLJAROV","41:49.3"
"823","1998","Nordic Combined","Team","zlato","NOR","Halldor SKARD
Bjarte Engen VIK
Fred Boerre LUNDBERG
Kenneth BRAATEN","54:11.5"
"824","1998","Nordic Combined","Team","stříbro","FIN","Samppa LAJUNEN
Jari MANTILA
Tapio NURMELA
Hannu MANNINEN","55:30.4"
"825","1998","Nordic Combined","Team","bronz","FRA","Fabrice GUY
Ludovic ROUX
Sylvain GUILLAUME
Nicolas BAL","55:53.4"
"826","1998","Snowboard","Giant-slalom","zlato","CAN","Ross REBAGLIATI","2:03.96"
"827","1998","Snowboard","Giant-slalom","stříbro","ITA","Thomas PRUGGER","2:03.98"
"828","1998","Snowboard","Giant-slalom","bronz","SUI","Ueli KESTENHOLZ","2:04.08"
"829","1998","Snowboard","Giant-slalom","zlato","FRA","Karine RUBY","2:17.34"
"830","1998","Snowboard","Giant-slalom","stříbro","GER","Heidi Maria RENOTH","2:19.17"
"831","1998","Snowboard","Giant-slalom","bronz","AUT","Brigitte KOECK","2:19.42"
"832","1998","Snowboard","Half-pipe","zlato","SUI","Gian SIMMEN","85.2"
"833","1998","Snowboard","Half-pipe","stříbro","NOR","Daniel FRANCK","82.4"
"834","1998","Snowboard","Half-pipe","bronz","USA","Ross POWERS","82.1"
"835","1998","Snowboard","Half-pipe","zlato","GER","Nicola THOST","74.6"
"836","1998","Snowboard","Half-pipe","stříbro","NOR","Stine Brun KJELDAAS","74.2"
"837","1998","Snowboard","Half-pipe","bronz","USA","Shannon DUNN-DOWNING","72.8"
"838","1998","Ski Jumping","K90 Individual (70m)","zlato","FIN","Jani SOININEN","234.5"
"839","1998","Ski Jumping","K90 Individual (70m)","stříbro","JPN","Kazuyoshi FUNAKI","233.5"
"840","1998","Ski Jumping","K90 Individual (70m)","bronz","AUT","Andreas WIDHOELZL","232.5"
"841","1998","Ski Jumping","K120 Individual (90m)","zlato","JPN","Kazuyoshi FUNAKI","272.3"
"842","1998","Ski Jumping","K120 Individual (90m)","stříbro","FIN","Jani SOININEN","260.8"
"843","1998","Ski Jumping","K120 Individual (90m)","bronz","JPN","Masahiko HARADA","258.3"
"844","1998","Ski Jumping","K120 Team (90m)","zlato","JPN","Kazuyoshi FUNAKI
Masahiko HARADA
Hiroya SAITO
Takanobu OKABE","933.0"
"845","1998","Ski Jumping","K120 Team (90m)","stříbro","GER","Sven HANNAWALD
Martin SCHMITT
Hansjoerg JAEKLE
Dieter THOMA","897.4"
"846","1998","Ski Jumping","K120 Team (90m)","bronz","AUT","Andreas WIDHOELZL
Reinhard SCHWARZENBERGER
Stefan HORNGACHER
Martin HOELLWARTH","881.5"
"847","1998","Speed Skating","500m","zlato","JPN","Hiroyasu SHIMIZU","71.35"
"848","1998","Speed Skating","500m","stříbro","CAN","Jeremy WOTHERSPOON","71.84"
"849","1998","Speed Skating","500m","bronz","CAN","Kevin OVERLAND","71.86"
"850","1998","Speed Skating","500m","zlato","CAN","Catriona LEMAY DOAN","76.60"
"851","1998","Speed Skating","500m","stříbro","CAN","Susan AUCH","76.93"
"852","1998","Speed Skating","500m","bronz","JPN","Tomomi OKAZAKI","77.10"
"853","1998","Speed Skating","1000m","zlato","NED","Ids POSTMA","1:10.64"
"854","1998","Speed Skating","1000m","stříbro","NED","Jan BOS","1:10.71"
"855","1998","Speed Skating","1000m","bronz","JPN","Hiroyasu SHIMIZU","1:11.00"
"856","1998","Speed Skating","1000m","zlato","NED","Marianne TIMMER","1:16.51"
"857","1998","Speed Skating","1000m","stříbro","USA","Christine WITTY","1:16.79"
"858","1998","Speed Skating","1000m","bronz","CAN","Catriona LEMAY DOAN","1:17.37"
"859","1998","Speed Skating","1500m","zlato","NOR","Adne SONDRAL","1:47.87"
"860","1998","Speed Skating","1500m","stříbro","NED","Ids POSTMA","1:48.13"
"861","1998","Speed Skating","1500m","bronz","NED","Rintje RITSMA","1:48.52"
"862","1998","Speed Skating","1500m","zlato","NED","Marianne TIMMER","1:57.58"
"863","1998","Speed Skating","1500m","stříbro","GER","Gunda NIEMANN-STIRNEMANN","1:58.66"
"864","1998","Speed Skating","1500m","bronz","USA","Christine WITTY","1:58.97"
"865","1998","Speed Skating","3000m","zlato","GER","Gunda NIEMANN-STIRNEMANN","4:07.29"
"866","1998","Speed Skating","3000m","stříbro","GER","Claudia PECHSTEIN","4:08.47"
"867","1998","Speed Skating","3000m","bronz","GER","Anni FRIESINGER","4:09.44"
"868","1998","Speed Skating","5000m","zlato","NED","Gianni ROMME","6:22.20"
"869","1998","Speed Skating","5000m","stříbro","NED","Rintje RITSMA","6:28.24"
"870","1998","Speed Skating","5000m","bronz","BEL","Bart VELDKAMP","6:28.31"
"871","1994","Alpine Skiing","Alpine Combined","zlato","NOR","Lasse KJUS","3:17.53"
"872","1994","Alpine Skiing","Alpine Combined","stříbro","NOR","Kjetil Andre AAMODT","3:18.55"
"873","1994","Alpine Skiing","Alpine Combined","bronz","NOR","Harald Chr. STRAND NILSEN","3:19.14"
"874","1994","Alpine Skiing","Alpine Combined","zlato","SWE","Pernilla WIBERG","3:05.16"
"875","1994","Alpine Skiing","Alpine Combined","stříbro","SUI","Vreni SCHNEIDER","3:05.29"
"876","1994","Alpine Skiing","Alpine Combined","bronz","SLO","Alenka DOVZAN","3:06.64"
"877","1994","Alpine Skiing","Downhill","zlato","USA","Thomas MOE","1:45.75"
"878","1994","Alpine Skiing","Downhill","stříbro","NOR","Kjetil Andre AAMODT","1:45.79"
"879","1994","Alpine Skiing","Downhill","bronz","CAN","Ed PODIVINSKY","1:45.87"
"880","1994","Alpine Skiing","Downhill","zlato","GER","Katja SEIZINGER","1:35.93"
"881","1994","Alpine Skiing","Downhill","stříbro","USA","Picabo STREET","1:36.59"
"882","1994","Alpine Skiing","Downhill","bronz","ITA","Isolde KOSTNER","1:36.85"
"883","1994","Alpine Skiing","Slalom","zlato","AUT","Thomas STANGASSINGER","2:02.02"
"884","1994","Alpine Skiing","Slalom","stříbro","ITA","Alberto TOMBA","2:02.17"
"885","1994","Alpine Skiing","Slalom","bronz","SLO","Jure KOSIR","2:02.53"
"886","1994","Alpine Skiing","Slalom","zlato","SUI","Vreni SCHNEIDER","1:56.01"
"887","1994","Alpine Skiing","Slalom","stříbro","AUT","Elfriede EDER","1:56.35"
"888","1994","Alpine Skiing","Slalom","bronz","SLO","Katja KOREN","1:56.61"
"889","1994","Alpine Skiing","Giant Slalom","zlato","GER","Markus WASMEIER","2:52.46"
"890","1994","Alpine Skiing","Giant Slalom","stříbro","SUI","Urs KAELIN","2:52.48"
"891","1994","Alpine Skiing","Giant Slalom","bronz","AUT","Christian MAYER","2:52.58"
"892","1994","Alpine Skiing","Giant Slalom","zlato","ITA","Deborah COMPAGNONI","2:30.97"
"893","1994","Alpine Skiing","Giant Slalom","stříbro","GER","Martina ERTL","2:32.19"
"894","1994","Alpine Skiing","Giant Slalom","bronz","SUI","Vreni SCHNEIDER","2:32.97"
"895","1994","Alpine Skiing","Super-G","zlato","GER","Markus WASMEIER","1:32.53"
"896","1994","Alpine Skiing","Super-G","stříbro","USA","Thomas MOE","1:32.61"
"897","1994","Alpine Skiing","Super-G","bronz","NOR","Kjetil Andre AAMODT","1:32.93"
"898","1994","Alpine Skiing","Super-G","zlato","USA","Diann ROFFE","1:22.15"
"899","1994","Alpine Skiing","Super-G","stříbro","RUS","Svetlana GLADISHEVA","1:22.44"
"900","1994","Alpine Skiing","Super-G","bronz","ITA","Isolde KOSTNER","1:22.45"
"901","1994","Bobsleigh","Two-man","zlato","SUI","Donat ACKLIN
Gustav WEDER","3:30.81"
"902","1994","Bobsleigh","Two-man","stříbro","SUI","Guido ACKLIN
Reto GOETSCHI","3:30.86"
"903","1994","Bobsleigh","Two-man","bronz","ITA","Guenther HUBER
Stefano TICCI","3:31.01"
"904","1994","Bobsleigh","Four-man","zlato","GER","Harald CZUDAJ
Karsten BRANNASCH
Alexander SZELIG
Olaf HAMPEL","3:27.78"
"905","1994","Bobsleigh","Four-man","stříbro","SUI","Gustav WEDER
Domenico SEMERARO
Donat ACKLIN
Kurt MEIER","3:27.84"
"906","1994","Bobsleigh","Four-man","bronz","GER","Wolfgang HOPPE
Rene HANNEMANN
Ulf HIELSCHER
Carsten EMBACH","3:28.01"
"907","1994","Biathlon","7.5km","zlato","CAN","Myriam BEDARD","0:26:08.8 (2)"
"908","1994","Biathlon","7.5km","stříbro","BLR","Svetlana PARAMYGINA","0:26:09.9 2"
"909","1994","Biathlon","7.5km","bronz","UKR","Valentyna TSERBE-NESSINA","0:26:10.0 0"
"910","1994","Biathlon","10km","zlato","RUS","Sergei TCHEPIKOV","0:28:07.0 0"
"911","1994","Biathlon","10km","stříbro","GER","Ricco GROSS","0:28:13.0 0"
"912","1994","Biathlon","10km","bronz","RUS","Sergei TARASOV","0:28:27.4 1"
"913","1994","Biathlon","15km","zlato","CAN","Myriam BEDARD","0:52:06.6 (2)"
"914","1994","Biathlon","15km","stříbro","FRA","Anne BRIAND BOUTHIAUX","0:52:53.3 3"
"915","1994","Biathlon","15km","bronz","GER","Uschi DISL","0:53:15.3 3"
"916","1994","Biathlon","20km","zlato","RUS","Sergei TARASOV","0:57:25.3 3"
"917","1994","Biathlon","20km","stříbro","GER","Frank LUCK","0:57:28.7 3"
"918","1994","Biathlon","20km","bronz","GER","Sven FISCHER","0:57:41.9 2"
"919","1994","Biathlon","4x7.5km Relay","zlato","GER","Sven FISCHER
Frank LUCK
Mark KIRCHNER
Ricco GROSS","1:30:22.1"
"920","1994","Biathlon","4x7.5km Relay","stříbro","RUS","Sergei TCHEPIKOV
Valeri KIRIENKO
Sergei TARASOV
Vladimir DRATSCHEV","1:31:23.6"
"921","1994","Biathlon","4x7.5km Relay","bronz","FRA","Lionel LAURENT
Thierry DUSSERRE
Hervé FLANDIN
Patrice BAILLY-SALINS","1:32:31.3"
"922","1994","Biathlon","4x7.5km Relay","zlato","RUS","Anfisa REZTSOVA
Natalia SNYTINA
Louiza NOSKOVA
Nadejda TALANOVA","1:47:19.5"
"923","1994","Biathlon","4x7.5km Relay","stříbro","GER","Antje HARVEY
Simone GREINER-PETTER-MEMM
Uschi DISL
Petra SCHAAF","1:51:16.5"
"924","1994","Biathlon","4x7.5km Relay","bronz","FRA","Delphyne BURLET
Véronique CLAUDEL
Corinne NIOGRET
Anne BRIAND BOUTHIAUX","1:52:28.3"
"925","1994","Cross Country Skiing","5km","zlato","RUS","Ljubov EGOROVA","0:14:08.8"
"926","1994","Cross Country Skiing","5km","stříbro","ITA","Manuela DI CENTA","0:14:28.3"
"927","1994","Cross Country Skiing","5km","bronz","FIN","Marja-Liisa KIRVESNIEMI","0:14:36.0"
"928","1994","Cross Country Skiing","30km","zlato","ITA","Manuela DI CENTA","1:25:41.6"
"929","1994","Cross Country Skiing","30km","stříbro","NOR","Marit MIKKELSPLASS","1:25:57.8"
"930","1994","Cross Country Skiing","30km","bronz","FIN","Marja-Liisa KIRVESNIEMI","1:26:13.6"
"931","1994","Cross Country Skiing","50km","zlato","KAZ","Vladimir SMIRNOV","2:07:20.3"
"932","1994","Cross Country Skiing","50km","stříbro","FIN","Mika MYLLYLAE","2:08:41.9"
"933","1994","Cross Country Skiing","50km","bronz","NOR","Sture SIVERTSEN","2:08:49.0"
"934","1994","Cross Country Skiing","4x5km Relay","zlato","RUS","Elena VAELBE
Nina GAVRILJUK
Ljubov EGOROVA
Larissa LAZUTINA","0:57:12.5"
"935","1994","Cross Country Skiing","4x5km Relay","stříbro","NOR","Trude DYBENDAHL HARTZ
Anita MOEN
Inger Helene NYBRAATEN
Elin NILSEN","0:57:42.6"
"936","1994","Cross Country Skiing","4x5km Relay","bronz","ITA","Bice VANZETTA
Stefania BELMONDO
Gabriella PARUZZI
Manuela DI CENTA","58:42.6"
"937","1994","Cross Country Skiing","4x10km Relay","zlato","ITA","Silvio FAUNER
Marco ALBARELLO
Giorgio VANZETTA
Maurilio DE ZOLT","1:41:15.0"
"938","1994","Cross Country Skiing","4x10km Relay","stříbro","NOR","Thomas ALSGAARD
Vegard ULVANG
Björn DAEHLIE
Sture SIVERTSEN","1:41:15.4"
"939","1994","Cross Country Skiing","4x10km Relay","bronz","FIN","Jari RAESAENEN
Mika MYLLYLAE
Harri KIRVESNIEMI
Jari ISOMETSA","1:42:15.6"
"940","1994","Cross Country Skiing","10km Pursuit","zlato","NOR","Björn DAEHLIE","0:24:20.1"
"941","1994","Cross Country Skiing","10km Pursuit","stříbro","KAZ","Vladimir SMIRNOV","0:24:38.3"
"942","1994","Cross Country Skiing","10km Pursuit","bronz","ITA","Marco ALBARELLO","0:24:42.3"
"943","1994","Cross Country Skiing","Combined 5km + 10km Pursuit","zlato","RUS","Ljubov EGOROVA","0:41:38.1 0.0"
"944","1994","Cross Country Skiing","Combined 5km + 10km Pursuit","stříbro","ITA","Manuela DI CENTA","0:41:46.4 8.3"
"945","1994","Cross Country Skiing","Combined 5km + 10km Pursuit","bronz","ITA","Stefania BELMONDO","42:21.1"
"946","1994","Cross Country Skiing","Combined 10km + 15km Pursuit","zlato","NOR","Björn DAEHLIE","1:00:08.8 0.0"
"947","1994","Cross Country Skiing","Combined 10km + 15km Pursuit","stříbro","KAZ","Vladimir SMIRNOV","1:00:38.0 29.2"
"948","1994","Cross Country Skiing","Combined 10km + 15km Pursuit","bronz","ITA","Silvio FAUNER","1:01:48.6 1:39.8"
"949","1994","Cross Country Skiing","15km Mass Start","zlato","ITA","Manuela DI CENTA","0:39:44.5"
"950","1994","Cross Country Skiing","15km Mass Start","stříbro","RUS","Ljubov EGOROVA","0:41:03.0"
"951","1994","Cross Country Skiing","15km Mass Start","bronz","RUS","Nina GAVRILJUK","0:41:10.4"
"952","1994","Cross Country Skiing","30km Mass Start","zlato","NOR","Thomas ALSGAARD","1:12:26.4"
"953","1994","Cross Country Skiing","30km Mass Start","stříbro","NOR","Björn DAEHLIE","1:13:13.6"
"954","1994","Cross Country Skiing","30km Mass Start","bronz","FIN","Mika MYLLYLAE","1:14:14.5"
"955","1994","Freestyle Skiing","Moguls","zlato","CAN","Jean-Luc BRASSARD","27.24"
"956","1994","Freestyle Skiing","Moguls","stříbro","RUS","Sergei SHUPLETSOV","26.90"
"957","1994","Freestyle Skiing","Moguls","bronz","FRA","Edgar GROSPIRON","26.64"
"958","1994","Freestyle Skiing","Moguls","zlato","NOR","Stine Lise HATTESTAD","25.97"
"959","1994","Freestyle Skiing","Moguls","stříbro","USA","Elizabeth MCINTYRE","25.89"
"960","1994","Freestyle Skiing","Moguls","bronz","RUS","Yelizaveta KOZHEVNIKOVA","25.81"
"961","1994","Freestyle Skiing","Aerials","zlato","SUI","Andreas SCHÖNBÄCHLER","234.67"
"962","1994","Freestyle Skiing","Aerials","stříbro","CAN","Philippe LAROCHE","228.63"
"963","1994","Freestyle Skiing","Aerials","bronz","CAN","Lloyd LANGLOIS","222.44"
"964","1994","Freestyle Skiing","Aerials","zlato","UZB","Lina CHERYAZOVA","166.84"
"965","1994","Freestyle Skiing","Aerials","stříbro","SWE","Marie LINDGREN","165.88"
"966","1994","Freestyle Skiing","Aerials","bronz","NOR","Hilde Synnove LID","164.13"
"967","1994","Figure Skating","Individual","zlato","RUS","Aleksei URMANOV","01.5"
"968","1994","Figure Skating","Individual","stříbro","CAN","Elvis STOJKO","03.0"
"969","1994","Figure Skating","Individual","bronz","FRA","Philippe CANDELORO","06.5"
"970","1994","Figure Skating","Individual","zlato","UKR","Oksana BAIUL","02.0"
"971","1994","Figure Skating","Individual","stříbro","USA","Nancy KERRIGAN","02.5"
"972","1994","Figure Skating","Individual","bronz","CHN","Lu CHEN","05.0"
"973","1994","Figure Skating","Pairs","zlato","RUS","Yekaterina GORDEYEVA
Sergey GRINKOV","01.5"
"974","1994","Figure Skating","Pairs","stříbro","RUS","Natalya MISHKUTYONOK
Artur DMITRIYEV","03.0"
"975","1994","Figure Skating","Pairs","bronz","CAN","Isabelle BRASSEUR
Lloyd EISLER","04.5"
"976","1994","Figure Skating","Ice Dancing","zlato","RUS","Pasha GRISCHUK
Evgeny PLATOV","03.4"
"977","1994","Figure Skating","Ice Dancing","stříbro","RUS","Aleksandr ZHULIN
Maya USOVA","03.8"
"978","1994","Figure Skating","Ice Dancing","bronz","GBR","Jayne TORVILL
Christopher DEAN","04.8"
"979","1994","Ice Hockey","Ice Hockey","zlato","SWE","Haakan LOOB
Kenny JONSSON
Jorgen JONSSON
Christian DUE-BOJE
Mats NÄSLUND
Leif ROHLIN
Jonas BERGKVIST
Tommy SALO
Daniel RYDMARK
Tomas JONSSON
Roger JOHANSSON
Hakan ALGOTSSON
Fredrik STILLMAN
Patrik JUHLIN
Stefan ÖRNSKOG
Peter FORSBERG
Magnus SVENSSON
Patric KJELLBERG
Andreas DACKELL
Charles BERGLUND
Roger HANSSON
Niklas ERIKSSON","SWE"
"980","1994","Ice Hockey","Ice Hockey","stříbro","CAN","Greg PARKS
Bradley SCHLEGEL
Brian SAVAGE
Brad WERENKA
David HARLOCK
Allain ROY
Todd WARRINER
Adrian AUCOIN
Todd HLUSHKO
Wallace SCHREIBER
Dwayne NORRIS
Mark ASTLEY
Derek MAYER
Jean Yves ROY
Fabian JOSEPH
Greg JOHNSON
Chris KONTOS
Paul KARIYA
Manny LEGACE
Corey HIRSCH
Chris THERIEN
Peter NEDVED
Ken LOVSIN","CAN"
"981","1994","Ice Hockey","Ice Hockey","bronz","FIN","Saku KOIVU
Timo JUTILA
Sami KAPANEN
Tero LEHTERAE
Marko KIPRUSOFF
Vesa Erik HÄMÄLÄINEN
Esa KESKINEN
Jere LEHTINEN
Pasi KUIVALAINEN
Mika NIEMINEN
Janne OJANEN
Janne LAUKKANEN
Petri VARIS
Raimo HELMINEN
Jarmo MYLLYS
Jukka TAMMI
Marko PALO
Pasi SORMUNEN
Mika ALATALO
Ville PELTONEN
Mikko MÄKELÄ
Mika STROEMBERG
Hannu VIRTA","FIN"
"982","1994","Luge","Singles","zlato","GER","Georg HACKL","3:21.571"
"983","1994","Luge","Singles","stříbro","AUT","Markus PROCK","3:21.584"
"984","1994","Luge","Singles","bronz","ITA","Armin ZOEGGELER","3:21.833"
"985","1994","Luge","Singles","zlato","ITA","Gerda WEISSENSTEINER","3:15.517"
"986","1994","Luge","Singles","stříbro","GER","Susi-Lisa ERDMANN","3:16.276"
"987","1994","Luge","Singles","bronz","AUT","Andrea TAGWERKER","3:16.652"
"988","1994","Luge","Doubles","zlato","ITA","Wilfried HUBER
Kurt BRUGGER","1:36.720"
"989","1994","Luge","Doubles","stříbro","ITA","Hansjörg RAFFL
Norbert HUBER","1:36.769"
"990","1994","Luge","Doubles","bronz","GER","Jan BEHRENDT
Stefan KRAUSSE","1:36.945"
"991","1994","Nordic Combined","Individual","zlato","NOR","Fred Boerre LUNDBERG","0.0"
"992","1994","Nordic Combined","Individual","stříbro","JPN","Takanori KONO","1:17.5"
"993","1994","Nordic Combined","Individual","bronz","NOR","Bjarte Engen VIK","1:18.3"
"994","1994","Nordic Combined","Team","zlato","JPN","Masashi ABE
Kenji OGIWARA
Takanori KONO","0.0"
"995","1994","Nordic Combined","Team","stříbro","NOR","Fred Boerre LUNDBERG
Bjarte Engen VIK
Knut APELAND","4:49.1"
"996","1994","Nordic Combined","Team","bronz","SUI","Andreas SCHAAD
Hippolyt KEMPF
Jean-Yves CUENDET","7:48.1"
"997","1994","Ski Jumping","K90 Individual (70m)","zlato","NOR","Espen BREDESEN","282.0"
"998","1994","Ski Jumping","K90 Individual (70m)","stříbro","NOR","Lasse OTTESEN","268.0"
"999","1994","Ski Jumping","K90 Individual (70m)","bronz","GER","Dieter THOMA","260.5"
"1000","1994","Ski Jumping","K120 Individual (90m)","zlato","GER","Jens WEISSFLOG","274.5"
"1001","1994","Ski Jumping","K120 Individual (90m)","stříbro","NOR","Espen BREDESEN","266.5"
"1002","1994","Ski Jumping","K120 Individual (90m)","bronz","AUT","Andreas GOLDBERGER","255.0"
"1003","1994","Ski Jumping","K120 Team (90m)","zlato","GER","Dieter THOMA
Christof DUFFNER
Hansjoerg JAEKLE
Jens WEISSFLOG","970.1"
"1004","1994","Ski Jumping","K120 Team (90m)","stříbro","JPN","Jinya NISHIKATA
Takanobu OKABE
Masahiko HARADA
Noriaki KASAI","956.9"
"1005","1994","Ski Jumping","K120 Team (90m)","bronz","AUT","Andreas GOLDBERGER
Stefan HORNGACHER
Christian MOSER
Heinz KUTTIN","918.9"
"1006","1994","Speed Skating","500m","zlato","RUS","Aleksandr GOLUBEV","00:36.33"
